,vertices,k_level_degree_node_1,k_level_degree_node_2,no_of_triangles_node_1,no_of_triangles_node_2,clique_number_node_1,clique_number_node_2,coreness_node_1,coreness_node_2,betweenness_node_1,betweenness_node_2,closeness_node_1,closeness_node_2,harmonic_node_1,harmonic_node_2,eigenvector_node_1,eigenvector_node_2,decay_node_1,decay_node_2,pagerank_node_1,pagerank_node_2,loc_clust_coef_node_1,loc_clust_coef_node_2,glob_clust_coef_node_1,glob_clust_coef_node_2,shannon_node_1,shannon_node_2,h_index_node_1,h_index_node_2,nbd_density_node_1,nbd_density_node_2,RWR_node_1,RWR_node_2,local_random_walk_node_1,local_random_walk_node_2,are_connected,common_triangles,common_neighbors,jaccard_index,sorenson_dice,hub_promoted,hub_depressed,leicht_holme_newman,resource_allocation,adamic_adar,pref_attachment,overlap_coeff,nbd_overlap,edge_connectivity,avg_commute_time,cosine_L+,L+,matrix_forest_index
124,"(3, 32)",6,12,10,1,5,4,4,3,2.25,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,1.0,0.2834400153187746,3.5,7.0,0.18433699645765958,0.04444191880616045,0.6666666666666667,1.0,0.8095238095238095,0.3146853146853147,1.0,1.0,4,5,0.7619047619047619,0.32051282051282054,0.2060466647442102,0.24486605346668006,0.035859857786411375,0.0716932260057545,0,0,1,0.05263157894736842,0.1,0.16666666666666666,0.08333333333333333,0.013888888888888888,0.1,0.43429448190325176,72,0.16666666666666666,0.058823529411764705,16,0.031189345240444855,-0.18706397661296376,-0.03136418480095806,0.015593421743303451
125,"(3, 33)",6,17,10,3,5,4,4,3,2.25,0.0,1.0,0.5483870967741935,1.0,0.5882352941176471,1.0,0.3861110988338704,3.5,9.5,0.18433699645765958,0.04613850953818,0.6666666666666667,1.0,0.8095238095238095,0.2318181818181818,1.0,1.0,4,5,0.7619047619047619,0.2091503267973856,0.2060466647442102,0.26763790586726305,0.035859857786411375,0.1009191823326258,0,0,1,0.041666666666666664,0.08,0.16666666666666666,0.058823529411764705,0.00980392156862745,0.2,0.6213349345596119,102,0.16666666666666666,0.045454545454545456,16,0.0351143886568199,-0.18994727602904551,-0.026829656546960685,0.017153673760626327
126,"(4, 5)",3,4,2,2,3,3,2,2,0.5,0.5,1.0,0.8,1.0,0.875,1.0,0.8406653218024883,2.0,2.5,0.2952127659574468,0.2124087591240876,0.6666666666666666,0.6666666666666666,0.75,0.6428571428571429,1.0,1.0,3,3,0.8333333333333334,0.7,0.20143086553896364,0.229202310780782,0.021977952364589538,0.029111154678370145,0,0,3,0.5,0.6666666666666666,1.0,0.75,0.25,0.6458333333333333,1.9922605072935597,12,1.0,0.75,5,0.020585048754062838,0.3427357022176975,0.16220421854938855,0.059201064960492614
127,"(4, 6)",3,4,2,2,3,3,2,2,0.5,0.5,1.0,0.8,1.0,0.875,0.9999999999999999,0.840665321802489,2.0,2.5,0.2952127659574468,0.2124087591240876,0.6666666666666666,0.6666666666666666,0.75,0.6428571428571429,1.0,1.0,3,3,0.8333333333333334,0.7,0.20143086553896364,0.229202310780782,0.021977952364589538,0.029111154678370138,1,1,3,0.5,0.6666666666666666,0.3333333333333333,0.25,0.08333333333333333,0.0625,0.36067376022224085,12,0.25,0.75,2,0.02477183833116035,0.45394564071790955,0.21483579749675688,0.09368382358118225
128,"(4, 7)",3,4,2,6,3,5,2,4,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,0.2952127659574468,0.2,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,4,0.8333333333333334,1.0,0.20143086553896364,0.18363266443077278,0.021977952364589538,0.024490497035282385,0,0,1,0.125,0.2222222222222222,0.3333333333333333,0.25,0.08333333333333333,0.0625,0.36067376022224085,12,0.25,0.16666666666666666,5,0.016277230909445054,-0.004003242048263405,-0.001519247687193269,0.020540364411775574
129,"(4, 8)",3,5,2,1,3,4,2,3,0.5,0.0,1.0,0.625,1.0,0.7000000000000001,1.0,0.4725163600787216,2.0,3.0,0.2952127659574468,0.10973438797380142,0.6666666666666666,1.0,0.75,0.6923076923076923,1.0,1.0,3,4,0.8333333333333334,0.6666666666666667,0.20143086553896364,0.1824831111392692,0.021977952364589538,0.029766056081016963,0,0,1,0.1111111111111111,0.2,0.3333333333333333,0.2,0.06666666666666667,0.0625,0.36067376022224085,15,0.2,0.14285714285714285,5,0.016299074685230393,-0.11824881924436931,-0.03867450084033826,0.014708602956206079
130,"(4, 9)",3,2,2,0,3,2,2,1,0.5,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,0.7071067811865471,2.0,2.0,0.2952127659574468,0.25675675675675674,0.6666666666666666,0.0,0.75,0.0,1.0,1.0,3,2,0.8333333333333334,0.6666666666666666,0.20143086553896364,0.16684982397327497,0.021977952364589538,0.014309397129032916,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,2,0.011219260625962348,-0.12618675753799097,-0.06399260241489486,0.007934199707594942
131,"(4, 10)",3,3,2,2,3,3,2,2,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.2952127659574468,0.2952127659574468,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,1.0,3,3,0.8333333333333334,0.8333333333333334,0.20143086553896364,0.2014308655389636,0.021977952364589538,0.021977952364589538,1,1,3,0.6,0.75,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0625,0.36067376022224085,9,0.3333333333333333,1.0,2,0.024358974358974397,0.4647646012872174,0.2285096881056324,0.10436437209800484
132,"(4, 11)",3,1,2,0,3,2,2,1,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2952127659574468,0.49999999999999994,0.6666666666666666,0.0,0.75,0.0,1.0,1.0,3,1,0.8333333333333334,1.0,0.20143086553896364,0.16202843301717137,0.021977952364589538,0.009564745492135509,0,0,1,0.2,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0625,0.36067376022224085,3,1.0,0.3333333333333333,1,0.008751727314601568,0.044344576895796,0.03165726292503328,0.0234977498046922
133,"(4, 12)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.17398697583020334,0.021977952364589538,0.014644892011877124,0,0,1,0.16666666666666666,0.2857142857142857,0.5,0.3333333333333333,0.16666666666666666,0.0625,0.36067376022224085,6,0.5,0.25,3,0.012478150805670742,0.029022243856581163,0.015315403804192045,0.02250783074183192
134,"(4, 13)",3,5,2,6,3,5,2,4,0.5,0.0,1.0,0.8333333333333334,1.0,0.9,0.9999999999999994,0.9511361038801445,2.0,3.0,0.2952127659574468,0.17661043812974073,0.6666666666666666,1.0,0.75,0.8823529411764706,1.0,1.0,3,5,0.8333333333333334,0.7333333333333333,0.20143086553896364,0.1833543770850948,0.021977952364589538,0.029536456151913672,0,0,1,0.1111111111111111,0.2,0.3333333333333333,0.2,0.06666666666666667,0.0625,0.36067376022224085,15,0.2,0.14285714285714285,5,0.01723897769909958,-0.045090872848248295,-0.01490435258477096,0.018473923716405608
135,"(4, 14)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.1684877994002986,0.021977952364589538,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.010633268169420227,-0.16479747399319586,-0.08519978242864612,0.005208341239819556
136,"(4, 15)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,0.9999999999999996,0.9999999999999998,2.0,2.0,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.1684877994002986,0.021977952364589538,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.01063326816942023,-0.16479747399319528,-0.08519978242864583,0.005208341239819551
137,"(4, 16)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.20955455761078315,0.021977952364589538,0.016784005444189665,0,0,1,0.16666666666666666,0.2857142857142857,0.5,0.3333333333333333,0.16666666666666666,0.25,0.7213475204444817,6,0.3333333333333333,0.25,3,0.013286713286713278,0.27359698585830095,0.17381412567013174,0.050961629513891646
138,"(4, 17)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999996,2.0,1.5,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.17022844065511863,0.021977952364589538,0.014558677209021497,0,0,1,0.16666666666666666,0.2857142857142857,0.5,0.3333333333333333,0.16666666666666666,0.0625,0.36067376022224085,6,0.5,0.25,3,0.012653756430123633,0.024187945543878896,0.012539066258350573,0.022170983519845828
139,"(4, 18)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,2.0,2.0,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.1684877994002986,0.021977952364589538,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.010633268169420227,-0.16479747399319578,-0.08519978242864606,0.005208341239819574
140,"(4, 19)",3,3,2,1,3,3,2,2,0.5,0.0,1.0,0.75,1.0,0.8333333333333333,1.0,0.8546376797184615,2.0,2.0,0.2952127659574468,0.24592781858831045,0.6666666666666666,1.0,0.75,0.6,1.0,1.0,3,3,0.8333333333333334,0.6666666666666666,0.20143086553896364,0.17045988174968588,0.021977952364589538,0.019604636325652788,0,0,1,0.14285714285714285,0.25,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0625,0.36067376022224085,9,0.3333333333333333,0.2,4,0.014803088607009199,-0.035073578366926095,-0.014455546552793574,0.018663667699773227
141,"(4, 20)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.1684877994002986,0.021977952364589538,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.010633268169420229,-0.16479747399319564,-0.085199782428646,0.0052083412398195835
142,"(4, 21)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999993,2.0,1.5,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.17022844065511863,0.021977952364589538,0.014558677209021497,0,0,1,0.16666666666666666,0.2857142857142857,0.5,0.3333333333333333,0.16666666666666666,0.0625,0.36067376022224085,6,0.5,0.25,3,0.012653756430123633,0.02418794554387882,0.012539066258350533,0.022170983519845942
143,"(4, 22)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,0.9999999999999992,1.0,2.0,2.0,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.1684877994002986,0.021977952364589538,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.010633268169420227,-0.16479747399319555,-0.08519978242864597,0.005208341239819568
144,"(4, 23)",3,5,2,4,3,4,2,3,0.5,5.0,1.0,1.0,1.0,1.0,0.9999999999999994,1.0,2.0,3.5,0.2952127659574468,0.2728956222252333,0.6666666666666666,0.4,0.75,0.6521739130434783,1.0,1.0,3,4,0.8333333333333334,0.6,0.20143086553896364,0.20020911437206565,0.021977952364589538,0.03152251477667804,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,5,0.013879565463392975,-0.22696827487515955,-0.08230082431464088,0.005647081624071076
145,"(4, 24)",3,3,2,1,3,3,2,2,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,0.2952127659574468,0.3667358671351006,0.6666666666666666,0.3333333333333333,0.75,0.6,1.0,1.0,3,3,0.8333333333333334,0.6666666666666666,0.20143086553896364,0.2022836140869774,0.021977952364589538,0.021076033559222822,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,4,0.0114425642682955,-0.1664786909132658,-0.07993356102061638,0.0062726215923055535
146,"(4, 25)",3,3,2,0,3,3,2,2,0.5,0.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.46081112718911077,2.0,2.5,0.2952127659574468,0.1414084956882785,0.6666666666666666,0.0,0.75,0.6,1.0,1.0,3,3,0.8333333333333334,0.6666666666666666,0.20143086553896364,0.2002794874276951,0.021977952364589538,0.021006197394493005,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,4,0.011439603747172586,-0.1723977767123243,-0.08237004271396124,0.00597314582355336
147,"(4, 26)",3,2,2,1,3,3,2,2,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.2952127659574468,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,3,2,0.8333333333333334,1.0,0.20143086553896364,0.17990499128576895,0.021977952364589538,0.015044038082725551,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,3,0.010046826398505355,-0.1693663382138782,-0.09201807667082752,0.00442719332437908
148,"(4, 27)",3,4,2,0,3,3,2,2,0.5,0.0,1.0,0.5714285714285714,1.0,0.625,0.9999999999999992,0.42681725548354543,2.0,3.0,0.2952127659574468,0.11205424409844297,0.6666666666666666,0.0,0.75,0.375,1.0,1.0,3,3,0.8333333333333334,0.5,0.20143086553896364,0.189371306343247,0.021977952364589538,0.025639767482847988,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,5,0.01360042650321298,-0.18709274555172475,-0.07255489754126171,0.007144460467832274
149,"(4, 28)",3,3,2,0,3,3,2,2,0.5,0.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.4608111271891109,2.0,2.5,0.2952127659574468,0.1414084956882785,0.6666666666666666,0.0,0.75,0.6,1.0,1.0,3,3,0.8333333333333334,0.6666666666666666,0.20143086553896364,0.17463116736553083,0.021977952364589538,0.01957345946382851,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,4,0.013112889478518328,-0.1445990879275581,-0.06114972764351123,0.008943869800155489
150,"(4, 29)",3,4,2,3,3,4,2,3,0.5,0.0,1.0,0.8,1.0,0.875,0.9999999999999997,0.8608058531117032,2.0,3.0,0.2952127659574468,0.18740943487361136,0.6666666666666666,1.0,0.75,0.7894736842105263,1.0,1.0,3,3,0.8333333333333334,0.8,0.20143086553896364,0.19802855242404827,0.021977952364589538,0.026288537695114873,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,5,0.012839451148673046,-0.21250634130650642,-0.08617961646069006,0.005139859733581777
151,"(4, 30)",3,4,2,0,3,4,2,3,0.5,0.0,1.0,0.5714285714285714,1.0,0.625,0.9999999999999998,0.32403039922326915,2.0,3.0,0.2952127659574468,0.09036187746327481,0.6666666666666666,0.0,0.75,0.8,1.0,1.0,3,4,0.8333333333333334,0.7,0.20143086553896364,0.17961079871686048,0.021977952364589538,0.024590155248580117,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,5,0.014635377205819942,-0.1462218071898082,-0.05391329902649048,0.0099702155251639
152,"(4, 31)",3,6,2,0,3,3,2,2,0.5,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,0.9999999999999996,0.32569009686255496,2.0,3.5,0.2952127659574468,0.06633646345585595,0.6666666666666666,0.0,0.75,0.4090909090909091,1.0,1.0,3,3,0.8333333333333334,0.4285714285714286,0.20143086553896364,0.2032003065530631,0.021977952364589538,0.0371580870691453,0,0,1,0.1,0.18181818181818182,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.0625,0.36067376022224085,18,0.3333333333333333,0.125,5,0.015751770671451757,-0.17207244383097492,-0.05546397810074419,0.011972880077836702
153,"(4, 32)",3,12,2,1,3,4,2,3,0.5,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,0.9999999999999994,0.28344001531877455,2.0,7.0,0.2952127659574468,0.04444191880616045,0.6666666666666666,1.0,0.75,0.3146853146853147,1.0,1.0,3,5,0.8333333333333334,0.32051282051282054,0.20143086553896364,0.24486605346668006,0.021977952364589538,0.0716932260057545,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,5,0.016785407856505168,-0.29026674251011786,-0.0725430279763269,0.007483303479903147
154,"(4, 33)",3,17,2,3,3,4,2,3,0.5,0.0,1.0,0.5483870967741935,1.0,0.5882352941176471,0.9999999999999996,0.38611109883387046,2.0,9.5,0.2952127659574468,0.04613850953818,0.6666666666666666,1.0,0.75,0.2318181818181818,1.0,1.0,3,5,0.8333333333333334,0.2091503267973856,0.20143086553896364,0.26763790586726305,0.021977952364589538,0.1009191823326258,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,5,0.017838114314675937,-0.32509005241656197,-0.06844477217508263,0.008141720239555615
155,"(5, 6)",4,4,2,2,3,3,2,2,0.5,0.5,0.8,0.8,0.875,0.875,0.8406653218024883,0.8406653218024885,2.5,2.5,0.2124087591240876,0.2124087591240876,0.6666666666666666,0.6666666666666666,0.6428571428571429,0.6428571428571429,1.0,1.0,3,3,0.7,0.7,0.229202310780782,0.229202310780782,0.029111154678370145,0.029111154678370138,1,2,4,0.6666666666666666,0.8,0.5,0.5,0.125,0.5625,1.8033688011112043,16,0.5,1.0,3,0.030448717948717934,0.5378612681087743,0.24502155601068884,0.09973997508289494
156,"(5, 7)",4,4,2,6,3,5,2,4,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024884,0.9999999999999998,2.5,2.5,0.2124087591240876,0.2,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,4,0.7,1.0,0.229202310780782,0.18363266443077278,0.029111154678370145,0.024490497035282385,0,0,1,0.1111111111111111,0.2,0.25,0.25,0.0625,0.0625,0.36067376022224085,16,0.25,0.14285714285714285,7,0.01683987048602728,-0.01757797377403883,-0.006421208471506945,0.018960336380100664
157,"(5, 8)",4,5,2,1,3,4,2,3,0.5,0.0,0.8,0.625,0.875,0.7000000000000001,0.840665321802489,0.4725163600787216,2.5,3.0,0.2124087591240876,0.10973438797380142,0.6666666666666666,1.0,0.6428571428571429,0.6923076923076923,1.0,1.0,3,4,0.7,0.6666666666666667,0.229202310780782,0.1824831111392692,0.029111154678370145,0.029766056081016963,0,0,1,0.1,0.18181818181818182,0.25,0.2,0.05,0.0625,0.36067376022224085,20,0.2,0.125,7,0.016863251551682574,-0.13841808454642474,-0.043576461624651806,0.013577171959574844
158,"(5, 9)",4,2,2,0,3,2,2,1,0.5,0.0,0.8,0.6666666666666666,0.875,0.75,0.8406653218024885,0.7071067811865476,2.5,2.0,0.2124087591240876,0.25675675675675674,0.6666666666666666,0.0,0.6428571428571429,0.0,1.0,1.0,3,2,0.7,0.6666666666666666,0.229202310780782,0.16684982397327497,0.029111154678370145,0.014309397129032916,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,2,0.01148371929702552,-0.14113597772853928,-0.06889456319920834,0.007323876653164604
159,"(5, 10)",4,3,2,2,3,3,2,2,0.5,0.5,0.8,1.0,0.875,1.0,0.8406653218024883,0.9999999999999998,2.5,2.0,0.2124087591240876,0.2952127659574468,0.6666666666666666,0.6666666666666666,0.6428571428571429,0.75,1.0,1.0,3,3,0.7,0.8333333333333334,0.229202310780782,0.2014308655389636,0.029111154678370145,0.021977952364589538,1,1,3,0.5,0.6666666666666666,0.3333333333333333,0.25,0.08333333333333333,0.0625,0.36067376022224085,12,0.3333333333333333,0.75,2,0.02477183833116037,0.45394564071791,0.21483579749675705,0.09368382358118214
160,"(5, 11)",4,1,2,0,3,2,2,1,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024885,1.0,2.5,1.0,0.2124087591240876,0.49999999999999994,0.6666666666666666,0.0,0.6428571428571429,0.0,1.0,1.0,3,1,0.7,1.0,0.229202310780782,0.16202843301717137,0.029111154678370145,0.009564745492135509,0,0,1,0.16666666666666666,0.2857142857142857,1.0,0.25,0.25,0.0625,0.36067376022224085,4,1.0,0.25,1,0.008911819887429649,0.03893550289161134,0.02675530214071986,0.021690230588946636
161,"(5, 12)",4,2,2,1,3,3,2,2,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024891,1.0,2.5,1.5,0.2124087591240876,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,2,0.7,1.0,0.229202310780782,0.17398697583020334,0.029111154678370145,0.014644892011877124,0,0,1,0.14285714285714285,0.25,0.5,0.25,0.125,0.0625,0.36067376022224085,8,0.5,0.2,3,0.01280615545954104,0.020500556785724225,0.010413443019878493,0.0207764591463064
162,"(5, 13)",4,5,2,6,3,5,2,4,0.5,0.0,0.8,0.8333333333333334,0.875,0.9,0.8406653218024885,0.9511361038801445,2.5,3.0,0.2124087591240876,0.17661043812974073,0.6666666666666666,1.0,0.6428571428571429,0.8823529411764706,1.0,1.0,3,5,0.7,0.7333333333333333,0.229202310780782,0.1833543770850948,0.029111154678370145,0.029536456151913672,0,0,1,0.1,0.18181818181818182,0.25,0.2,0.05,0.0625,0.36067376022224085,20,0.2,0.125,7,0.017871360620160485,-0.062251231701698086,-0.019806313369084443,0.01705285266129756
163,"(5, 14)",4,2,2,1,3,3,2,2,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024881,0.9999999999999994,2.5,2.0,0.2124087591240876,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,2,0.7,1.0,0.229202310780782,0.1684877994002986,0.029111154678370145,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,3,0.010870530343481078,-0.18105646410000711,-0.09010174321295965,0.004807699605987225
164,"(5, 15)",4,2,2,1,3,3,2,2,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024889,0.9999999999999998,2.5,2.0,0.2124087591240876,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,2,0.7,1.0,0.229202310780782,0.1684877994002986,0.029111154678370145,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,3,0.010870530343481077,-0.18105646410000695,-0.09010174321295956,0.004807699605987214
165,"(5, 16)",4,2,2,1,3,3,2,2,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024889,1.0,2.5,2.0,0.2124087591240876,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,2,0.7,1.0,0.229202310780782,0.20955455761078315,0.029111154678370145,0.016784005444189665,1,1,3,0.6,0.75,0.5,0.25,0.125,0.25,0.7213475204444817,8,0.25,1.0,2,0.021181716833890734,0.5487690054390608,0.3355788315524848,0.12396458108974619
166,"(5, 17)",4,2,2,1,3,3,2,2,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024888,1.0,2.5,1.5,0.2124087591240876,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,2,0.7,1.0,0.229202310780782,0.17022844065511863,0.029111154678370145,0.014558677209021497,0,0,1,0.14285714285714285,0.25,0.5,0.25,0.125,0.0625,0.36067376022224085,8,0.5,0.2,3,0.01299118292023207,0.015304930079902428,0.00763710547403715,0.020465523249088458
167,"(5, 18)",4,2,2,1,3,3,2,2,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024882,1.0,2.5,2.0,0.2124087591240876,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,2,0.7,1.0,0.229202310780782,0.1684877994002986,0.029111154678370145,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,3,0.01087053034348108,-0.181056464100007,-0.09010174321295958,0.004807699605987236
168,"(5, 19)",4,3,2,1,3,3,2,2,0.5,0.0,0.8,0.75,0.875,0.8333333333333333,0.8406653218024883,0.8546376797184614,2.5,2.0,0.2124087591240876,0.24592781858831045,0.6666666666666666,1.0,0.6428571428571429,0.6,1.0,1.0,3,3,0.7,0.6666666666666666,0.229202310780782,0.17045988174968588,0.029111154678370145,0.019604636325652788,0,0,1,0.125,0.2222222222222222,0.3333333333333333,0.25,0.08333333333333333,0.0625,0.36067376022224085,12,0.3333333333333333,0.16666666666666666,4,0.015266980183661169,-0.04879370196268743,-0.0193575073371073,0.017228000953636923
169,"(5, 20)",4,2,2,1,3,3,2,2,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024884,0.9999999999999998,2.5,2.0,0.2124087591240876,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,2,0.7,1.0,0.229202310780782,0.1684877994002986,0.029111154678370145,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,3,0.010870530343481078,-0.18105646410000714,-0.09010174321295966,0.004807699605987253
170,"(5, 21)",4,2,2,1,3,3,2,2,0.5,0.0,0.8,1.0,0.875,1.0,0.840665321802489,1.0,2.5,1.5,0.2124087591240876,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,2,0.7,1.0,0.229202310780782,0.17022844065511863,0.029111154678370145,0.014558677209021497,0,0,1,0.14285714285714285,0.25,0.5,0.25,0.125,0.0625,0.36067376022224085,8,0.5,0.2,3,0.01299118292023207,0.015304930079902336,0.007637105474037104,0.020465523249088517
171,"(5, 22)",4,2,2,1,3,3,2,2,0.5,0.0,0.8,1.0,0.875,1.0,0.8406653218024885,1.0,2.5,2.0,0.2124087591240876,0.3333333333333333,0.6666666666666666,1.0,0.6428571428571429,1.0,1.0,1.0,3,2,0.7,1.0,0.229202310780782,0.1684877994002986,0.029111154678370145,0.014535993997921253,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,3,0.01087053034348108,-0.18105646410000675,-0.09010174321295948,0.004807699605987314
172,"(5, 23)",4,5,2,4,3,4,2,3,0.5,5.0,0.8,1.0,0.875,1.0,0.840665321802489,1.0,2.5,3.5,0.2124087591240876,0.2728956222252333,0.6666666666666666,0.4,0.6428571428571429,0.6521739130434783,1.0,1.0,3,4,0.7,0.6,0.229202310780782,0.20020911437206565,0.029111154678370145,0.03152251477667804,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,7,0.014286585047833493,-0.24983892569682373,-0.08720278509895439,0.005212690729911739
